name,food_name,Images,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,CarbohydrateContent,ProteinContent,RecipeServings,RecipeInstructions,is_seafood,is_nut,is_lactose
32,Fragrant Lamb Stew with Dried Fruits,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/58/8/picOTuGfB.jpg",PT1H38M,PT45M,PT2H23M,"""lamb"", ""onions"", ""garlic"", ""carrot"", ""curry powder"", ""cinnamon"", ""fresh ginger"", ""ginger"", ""clove"", ""lemon, zest of"", ""cayenne pepper"", ""red pepper flakes"", ""fresh rosemary leaf"", ""water"", ""red wine"", ""canned plum tomatoes"", ""fresh lemon juice"", ""fresh cilantro leaves""",690.8,27.9,70.3,38.1,6,"""-Preheat oven to 350 degrees F."", ""Heat olive oil in bottom of 4 to 5 quart  heavy-bottomed Dutch oven."", ""Brown cubes of lamb in oil, in batches, remove lamb  to plate. Add onions to pot, scraping up brown bits and stirring."", ""When  softened, add crushed garlic; stir to incorporate, then add carrots."", ""Cook 2 to  3 minutes."", ""Add curry, salt, pepper, cinnamon, ginger, cloves, lemon zest,  cayenne or pepper flakes, and rosemary."", ""Stir to mix in well, then add water and wine. Raise heat and let the liquids bubble.  Lower heat, then add the tomatoes, balsamic vinegar, and the lamb cubes."", 
""Add dried fruits, the lemon juice, and the almonds."", ""Adjust seasonings to taste, adding more water if the stew seems too  thick."", ""Add 1/2 cup of cilantro, cover pot, and place in oven for 75 to 90  minutes."", ""From time to time, check stew, adding water as needed to keep it moist. When lamb is tender and dried fruits have softened almost enough to become part  of the sauce, remove from oven and stir in remaining cilantro."", ""Let stew rest 5  minutes and serve."")",0,0,0
33,Easy Cream Cheese Fruit Squares,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/61/6/6TICtFMeRomF1uXXhdp4_816458825060984.jpg",PT2H50M,PT55M,PT3H45M,"""sugar"", ""butter"", ""graham cracker crumbs"", ""cream cheese"", ""eggs"", ""vanilla""",186.6,13.6,13.6,3.1,24,"""Preheat oven to 325 F."", ""To prepare crust: In medium saucepan place 1/4 cup sugar  and butter;heat until butter is melted, stirring occasionally."", ""Stir in graham  cracker crumbs;press mixture evenly over the bottom of a 13 x 9-in."", ""baking pan."", ""In a large bowl with an electric mixer beat cream cheese until smooth."", ""Gradually beat in  remaining 3/4 cup sugar."", ""Beat in eggs, one at a time, and vanilla,  until well blended."", ""Spoon blueberry filling  over crust. Carefully pour cream  cheese mixture over blueberries."", 
""Bake just until set, 45 to 50 minutes."", ""Cool."", ""Chill until cold, about 2 hours or longer."", ""Cut into 24 squares."", ""Serve garnished  with strawberry halves or mint leaves, if desired."")",0,0,1
34,Deviled Cauliflower,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/63/4/picOdmPry.jpg",PT54M,PT1H10M,PT2H4M,"""cauliflower floret"", ""unsalted butter"", ""all-purpose flour"", ""skim milk"", ""bay leaf"", ""nutmeg"", ""Dijon mustard"", ""Worcestershire sauce""",145.0,6.8,16.8,5.7,4,"""Place cauliflower in a steamer basket over boiling water."", ""Cover pan and steam 5-7 minutes or until just tender."", ""Drain."", ""Rinse under cold water."", ""Drain well and transfer to a 9x13 inch baking dish."", ""Combine 1-1/4 Tbs."", ""melted butter with flour in a heavy saucepan over medium low heat. Whisk about 3 minutes, or until bubbly."", ""Gradually whisk in milk."", ""Add bay leaf and nutmeg and whisk often until mixture simmers."", ""Cover partially and simmer 3-4 minutes, stirring often, until thickened."", 
""Remove from heat. Stir in mustard, Worcestershire and salt and pepper to taste. Discard bay leaf."", ""Pour sauce over cauliflower and stir until well coated."", ""(Can be prepared 1 day ahead.  Cover and chill.)"", ""Preheat oven to 3500F."", ""Sprinkle breadcrumbs over cauliflower."", ""Drizzle with remaining butter."", ""Bake 35-40 minutes, until cauliflower is heated through, sauce bubbles at edges and breadcrumbs are golden."")",0,1,1
35,Basil Parmesan Biscuits,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/5/pichPiiZK.jpg",PT12M,PT15M,PT27M,"""all-purpose flour"", ""whole wheat flour"", ""baking powder"", ""baking soda"", ""salt"", ""parmesan cheese"", ""parmesan cheese"", ""canola oil"", ""dried basil"", ""plain low-fat yogurt"", ""milk""",126.2,3.6,18.7,4.9,12,"""Preheat oven to 450."", ""In a large bowl, stir together the all-purpose flour, and  whole wheat flour, baking powder, baking soda, salt and 2 Tbsp of the cheese In  small skillet, heat 1 Tbsp of the oil over moderate heat.  Add the basil and  cook for 1 minutes; transfer to a small bowl and cool slightly."", ""Stir in the  yogurt, milk, and remaining 1 Tbsp of oil."", ""Add the basil mixture to the dry  ingredients and stir until just combined."", ""Place the dough on a well-floured  surface.  Using a lightly floured rolling pin, roll out the dough until 1/2\""  thick.""""",0,0,1
36,Bavarian Cream,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/99/8/picB0hjKo.jpg",PT10M,PT30M,PT40M,"""sugar"", ""flour"", ""cornstarch"", ""salt"", ""milk"", ""egg"", ""vanilla"", ""heavy cream""",87.2,5.2,8.4,1.8,12,"Combine sugar, flour, cornstarch and salt. Gradually stir in milk."", ""On med-high heat (turning down to med, if necessary), cook and stir until mixture thickens and boils."", ""Cook and stir 2-3 minute."", ""Stir a little of the hot mixture into egg yolk."", ""Stir egg mixture into the rest of the hot mixture and bring it just to boiling."", ""STIRRING CONSTANTLY."", ""Add vanilla."", ""cover entire surface with plastic wrap or waxed paper."", ""Cool."", ""beat smooth."", ""Fold in whipped cream.",0,0,1
37,Sugar-Coated Pecans,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/57/picqcTYaA.jpg",PT30M,PT10M,PT40M,"""pecan halves"", ""sugar"", ""cinnamon""",263.6,23.8,13.5,3.3,6,"In a bowl, beat egg white until foamy."", ""Add pecans and toss until well coated."", ""Combine sugar and cinnamon; sprinkle over pecans and toss to coat.  Spread in a single layer on an ungreased baking sheet. Bake at 300'F for 30 minutes or until browned."", ""Cool on waxed paper.",0,1,0
38,Swiss Chocolate Squares & Icing,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/68/hwxvK9l0SsEnkCnA7hX3_IMG_6687.JPG",PT25M,PT1H,PT1H25M,"""water"", ""butter"", ""margarine"", ""flour"", ""sugar"", ""eggs"", ""sour cream"", ""baking soda"", ""salt"", ""butter"", ""margarine"", ""milk"", ""powdered sugar"", ""vanilla"", ""pecan halves""",293.7,11.1,48.5,2.4,24,"""Preheat oven to 375 degrees."", ""Combine water, butter and chocolate in saucepan; bring to a boil."", ""Remove from heat.  Mix together flour and sugar."", ""Stir in flour and sugar."", ""Add eggs, sour cream, baking soda and salt.  Mix well."", ""Pour into greased 15 1/2 x 10 1/2 jelly roll pan."", ""Bake at 375 degrees for 20 to 25 minutes."", ""Frost while warm with milk chocolate frosting."", ""Cool."", ""Cut into squares."", ""For the Frosting:   Combine butter, chocolate and milk in saucepan."", ""Boil 1 minute.  Remove from heat.  Add sugar."", 
""Beat until smooth."", ""Stir in vanilla."", ""Spread on squares."", ""Garnish with pecan halves if desired."")",0,1,1
39,Barley &amp; Mushroom Stuffed Green Bell Peppers,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/55/picLIBin5.jpg",PT30M,PT15M,PT45M,"""mushrooms"", ""onion"", ""pearl barley"", ""parsley"", ""thyme"", ""pepper"", ""monterey jack cheese"", ""bell peppers""",503.9,14.9,77.9,18.1,4,"""Preheat oven to 350°F."", ""Heat the oil in a large skillet. Add mushrooms and onions and cook, stirring until the onions are browned."", ""Stir in  the barley, parsley, thyme and pepper (ground). Stir in the cheese;  set aside."", ""Rinse the bell peppers. Cut off the tops; remove and discard the seeds and pith."", ""If necessary, make a thin slice on the  bottom of each pepper to balance. Spoon 1/4 of the mixture into each  pepper."", ""Stand the peppers upright in a baking dish just large enough to accommodate them."", 
""Pour the sauce into the baking dish."", ""Bake 30  minutes or until the peppers are tender."")",0,0,1
40,Linzer Bar,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/64/pict7y6Af.jpg",PT30M,PT30M,PT1H,"""unsifted flour"", ""sugar"", ""brown sugar"", ""baking powder"", ""salt"", ""cinnamon"", ""butter"", ""margarine"", ""dark corn syrup"", ""egg"", ""flour""",235.4,8.3,38.2,2.7,12,"""In a large bowl stir together flour, sugar, brown sugar, baking  powder, salt and cinnamon."", ""With a pastry blender or two knives use scissor  style, cut in butter or margarine until coarse crumbs form."", ""With a fork stir  in corn syrup and egg just until mixed."", ""Reserve 1/2 cup batter."", ""Press  remaining batter into a 9x9x2-inch baking pan."", ""spread with jam."", ""Stir 2  tablespoons flour into the reserved batter."", ""If preparing a lattice add a couple tablespoons of water - one at a time - to make the dough easy to roll out.  If you are dropping the dough by spoonfulls then just evenly scatter the top \""crust\"""" over the jam for a \""""spotty\"""" look and bake.""""",0,0,1
41,Lemon-Pineapple Baked Chicken,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/95/picLLVm4E.jpg",PT40M,PT15M,PT55M,"""pineapple chunks in juice"", ""garlic"", ""cornstarch"", ""Worcestershire sauce"", ""Dijon mustard"", ""dried rosemary"", ""salt"", ""lemon"", ""chicken breast halves""",193.2,6.9,17.7,15.8,6,"""Drain pineapple; combine the juice with garlic, cornstarch,  Worcestershire sauce, mustard and rosemary."", ""Set aside.  Arrange chicken in shallow pan, skin side up."", ""Sprinkle with salt.  Broil until browned."", ""Stir the sauce and pour over the chicken."", ""Bake at 350 degrees for about 25 minutes, depending on thickness of  chicken."", ""Arrange pineapple and thin lemon slices around chicken, baste  with the sauce in pan and continue baking 5 minutes longer."", ""- - - - - - - - - - - - - - - - - -  Serving Ideas : Serve over rice.""
)",0,0,0
42,Pineapple Crumble Bars,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/99/picdcbhDq.jpg",PT34M,PT15M,PT49M,"""all-purpose flour"", ""butter"", ""sugar"", ""sugar"", ""cornstarch"", ""crushed pineapple"", ""lemon juice""",138.3,6.5,19.5,1.2,24,"""Heat oven to 350 degrees."", ""In medium bowl combine all crust ingredients."", ""Beat at  low speed until mixture is crumbly (2 to 3 minutes). Reserve 1 cup."", ""Press  remaining crumb mixture on bottom of greased 13 x 9-inch baking pan."", ""Bake for 14  minutes."", ""Meanwhile, in 2 quart saucepan stir together sugar and cornstarch."", ""Add  pineapple and lemon juice. Cook over medium heat, stirring constantly, until  thickened (4 to 5 minutes). (Mixture will be very thick.) Spoon filling over  baked crust; sprinkle with reserved crumbs."", 
""Top with almonds."", ""Bake for 20 to 25 minutes."")",0,0,1
43,Fried Rice Casserole,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/78/pic44r62j.jpg",PT1H,PT5M,PT1H5M,"""rice"", ""soy sauce"", ""water""",338.8,9.5,56.1,6.0,6,"Preheat oven to 350°F."", ""Mix all ingredients together in a casserole."", ""Cover and bake 1 hour.",0,0,0
44,Texas Spoon Bread,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/05/piccc4g5T.jpg",PT45M,PT10M,PT55M,"""milk"", ""yellow cornmeal"", ""butter"", ""margarine"", ""sugar"", ""salt"", ""baking powder"", ""eggs""",207.2,9.5,22.2,8.8,6,"""In saucepan, scald the milk; stir in cornmeal."", ""Reduce heat; simmer 5 minutes, stirring constantly."", ""Remove from heat; stir in butter, sugar, salt and baking powder."", ""In small bowl, beat egg yolks."", ""Gradually stir a small amount of the hot mixture into yolks; return all to pan and mix well."", ""In mixing bowl, beat egg whites until soft peaks form."", ""Fold egg whites into hot mixture until well blended."", ""Pour into greased 8-inch square baking dish."", ""Bake at 350° for 40-45 minutes or until well puffed."", 
""Use a spoon to serve."")",0,0,1
45,Delicious Pizza Sauce,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/16/picLNolhA.jpg",PT15M,PT5M,PT20M,"""tomato paste"", ""garlic"", ""olive oil"", ""salt"", ""water""",34.0,1.8,4.4,1.0,8,"Mix the first six ingredients together."", ""Spread evenly on prepared dough or Boboli, top with toppings and bake according to dough's directions.",0,0,0
46,Chicken Fried Rice II,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/06/picp1VbXR.jpg",PT55M,PT10M,PT1H5M,"""chicken"", ""soy sauce"", ""long grain rice"", ""chicken broth"", ""onion"", ""green pepper"", ""celery"", ""eggs"", ""lettuce"", ""Chinese cabbage""",269.1,14.5,27.3,6.9,6,"""Combine chicken, soy sauce and 1/2 teaspoon salt. Let stand 15 minutes."", ""Cook  rice in hot oil in skillet over medium heat until golden brown; stir   frequently."", ""Reduce heat, add chicken with soy sauce and broth."", ""Simmer, covered, 20 to 25  minutes, or until rice is tender."", ""Remove cover last few minutes."", ""Stir in onion,  green pepper and celery."", ""Cook uncovered over medium heat until liquid is  absorbed."", ""Push rice mixture to sides of skillet. Add eggs; cook until almost  set. Blend into rice mixture. Stir in lettuce; serve at once with soy sauce.""
)",0,0,0
47,Cauliflower with Lemon,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/15/picqM5Y7k.jpg",PT5M,PT5M,PT10M,"""cauliflower floret"", ""lemon juice""",32.2,0.1,7.3,2.3,4,"Place cauliflower in a steamer basket over boiling water."", ""Cover saucepan and steam 7-8 minutes or until cauliflower is tender."", ""Transfer cauliflower to a serving dish."", ""Add lemon juice and season with salt and pepper to taste. Toss gently before serving.",0,0,0
48,"Beef, Pepper & Mushroom Kabobs","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/33/piczhdVHy.jpg",PT30M,PT0S,PT30M,"""boneless beef top sirloin steak"", ""red bell peppers"", ""yellow bell pepper"", ""mushrooms"", ""salt"", ""fresh lemon juice"", ""olive oil"", ""water"", ""dijon-style mustard"", ""honey"", ""dried oregano leaves"", ""pepper""",208.8,8.3,6.1,27.6,4,"""Trim fat from beef steak; cut into 1 1/4-inch pieces."", ""In large bowl, whisk together seasoning ingredients; add beef, bell pepper and mushrooms, tossing to coat. Alternately thread pieces of beef, bell pepper and mushrooms on each of four 12-inch metal skewers."", ""Prepare rice according to package directions; keep warm."", ""Meanwhile, place kabobs on rack in broiler pan so surface of meat is 3 to 4 inches from heat. Broil 9 to 12 minutes for medium rare to medium doneness, turning occasionally."", 
""Season with salt. Serve kabobs with rice. Makes 4 servings (serving size; 1 kabob and 3/4 cup rice) Total preparation and cooking time: 30 minutes Cook's Tip: To grill, place kabobs on grid over medium, ash-covered cools."", ""Grill kabobs, uncovered, 8 to 11 minutes for medium rare to medium doneness, turning occasionally; season with salt."")",0,0,0
49,Hot Pizza Dip,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/87/picD09qmn.jpg",PT10M,PT10M,PT20M,"""cream cheese"", ""garlic powder"", ""mozzarella cheese"", ""cheddar cheese"", ""green bell pepper"", ""red bell pepper"", ""tortillas""",202.5,16.8,3.5,9.6,10,"Combine cream cheese and seasonings."", ""Spread  in the bottom of a 9 inch pie  plate. (I used a round cake pan). Combine  cheeses and sprinkle half over the  cream cheese layer."", ""Spread sauce over  that. Sprinkle remaining cheese on  top.Bake 350 for 20 minutes."", ""Serve  warm with breadsticks or tortilla chips."", ""(I  used pita triangles).",0,0,1
50,Half-Time Shredded Beef Sandwiches,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/10/picF5AHfu.jpg",PT2H,PT30M,PT2H30M,"""boneless beef chuck shoulder pot roast"", ""onion"", ""garlic cloves"", ""salt"", ""pepper"", ""water"", ""tomato paste"", ""brown sugar"", ""cornstarch""",321.7,8.5,25.0,36.8,12,"""In Dutch oven, place beef, onion, garlic, salt and pepper."", ""Combine water and tomato paste; pour over beef mixture. Bring to a boil; reduce heat to low."", ""Cover tightly and simmer 1 3/4 to 2 hours or until beef is tender."", ""Remove beef from cooking liquid; cool slightly."", ""Meanwhile skim fat from cooking liquid, if necessary."", ""Trim and discard excess fat from cooked beef."", ""Shred beef with 2 forks."", ""In Dutch oven, combine 2 cups cooking liquid, steak sauce, brown sugar and cornstarch mixture. Bring to a boil; cook and stir 1 to 2 minutes or until slightly thickened."", 
""Add shredded beef; mix well."", ""Continue to cook until thoroughly heated, stirring occasionally."", ""Place equal amounts of beef mixture on bottom half of each bun."", ""Sprinkle with green onions and close with top half of bun."", ""Serve with additional steak sauce, if desired."", ""Makes 12 servings (serving size: 1 sandwich)."")",0,0,0
